"Day","Shift","Run","AssayRow","AssayCol","A450","A650"
8,"Evening",8,"3","2",0.534,0.037
8,"Evening",8,"4","2",0.544,0.04
8,"Evening",8,"5","2",0.514,0.037
8,"Evening",8,"6","2",0.499,0.035
8,"Evening",8,"7","2",0.506,0.036
8,"Evening",8,"8","2",0.527,0.037
8,"Evening",8,"1","3",0.559,0.039
8,"Evening",8,"2","3",0.514,0.038
8,"Evening",8,"3","3",0.58,0.04
8,"Evening",8,"4","3",0.523,0.046
8,"Evening",8,"5","3",0.543,0.041
8,"Evening",8,"6","3",0.551,0.037
8,"Evening",8,"7","3",0.524,0.037
8,"Evening",8,"8","3",0.519,0.039
8,"Evening",8,"1","4",0.609,0.041
8,"Evening",8,"2","4",0.527,0.038
8,"Evening",8,"3","4",0.592,0.041
8,"Evening",8,"4","4",0.607,0.041
8,"Evening",8,"5","4",0.521,0.04
8,"Evening",8,"6","4",0.497,0.036
8,"Evening",8,"7","4",0.494,0.038
8,"Evening",8,"8","4",0.56,0.039
8,"Evening",8,"1","5",0.537,0.038
8,"Evening",8,"2","5",0.508,0.037
8,"Evening",8,"3","5",0.585,0.039
8,"Evening",8,"4","5",0.497,0.039
8,"Evening",8,"5","5",0.534,0.039
8,"Evening",8,"6","5",0.481,0.037
8,"Evening",8,"7","5",0.512,0.036
8,"Evening",8,"8","5",0.483,0.037
8,"Evening",8,"1","6",0.539,0.039
8,"Evening",8,"2","6",0.509,0.037
8,"Evening",8,"3","6",0.584,0.039
8,"Evening",8,"4","6",0.536,0.04
8,"Evening",8,"5","6",0.477,0.038
8,"Evening",8,"6","6",0.508,0.038
8,"Evening",8,"7","6",0.476,0.037
8,"Evening",8,"8","6",0.526,0.037
8,"Evening",8,"1","7",0.515,0.039
8,"Evening",8,"2","7",0.565,0.037
8,"Evening",8,"3","7",0.608,0.041
8,"Evening",8,"4","7",0.516,0.04
8,"Evening",8,"5","7",0.517,0.04
8,"Evening",8,"6","7",0.526,0.038
8,"Evening",8,"7","7",0.51,0.038
8,"Evening",8,"8","7",0.59,0.039
8,"Evening",8,"1","8",0.553,0.039
8,"Evening",8,"2","8",0.512,0.037
8,"Evening",8,"3","8",0.548,0.039
8,"Evening",8,"4","8",0.526,0.039
8,"Evening",8,"5","8",0.567,0.04
8,"Evening",8,"6","8",0.554,0.038
8,"Evening",8,"7","8",0.54,0.035
8,"Evening",8,"8","8",0.543,0.038
8,"Evening",8,"1","9",0.53,0.04
8,"Evening",8,"2","9",0.502,0.037
8,"Evening",8,"3","9",0.598,0.041
8,"Evening",8,"4","9",0.503,0.039
8,"Evening",8,"5","9",0.551,0.041
8,"Evening",8,"6","9",0.512,0.035
8,"Evening",8,"7","9",0.498,0.037
8,"Evening",8,"8","9",0.578,0.039
8,"Evening",8,"1","10",0.526,0.04
8,"Evening",8,"2","10",0.569,0.04
8,"Evening",8,"3","10",0.557,0.041
8,"Evening",8,"4","10",0.525,0.039
8,"Evening",8,"5","10",0.525,0.038
8,"Evening",8,"6","10",0.57,0.039
8,"Evening",8,"7","10",0.588,0.037
8,"Evening",8,"8","10",0.608,0.04
8,"Evening",8,"1","11",0.527,0.04
8,"Evening",8,"2","11",0.565,0.038
8,"Evening",8,"3","11",0.548,0.041
8,"Evening",8,"4","11",0.497,0.039
8,"Evening",8,"5","11",0.51,0.041
8,"Evening",8,"6","11",0.595,0.041
8,"Evening",8,"7","11",0.582,0.039
8,"Evening",8,"8","11",0.648,0.04
8,"Evening",8,"1","12",0.514,0.04
8,"Evening",8,"2","12",0.528,0.039
8,"Evening",8,"3","12",0.587,0.041
8,"Evening",8,"4","12",0.566,0.042
8,"Evening",8,"5","12",0.559,0.04
8,"Evening",8,"6","12",0.629,0.04
8,"Evening",8,"7","12",0.543,0.037
8,"Evening",8,"8","12",0.55,0.038
8,"Evening",9,"1","1",0.449,0.038
8,"Evening",9,"2","1",0.495,0.037
8,"Evening",9,"3","1",0.532,0.038
8,"Evening",9,"4","1",0.511,0.038
8,"Evening",9,"5","1",0.498,0.038
8,"Evening",9,"6","1",0.552,0.036
8,"Evening",9,"7","1",0.547,0.037
8,"Evening",9,"8","1",0.625,0.038
8,"Evening",9,"1","2",0.407,0.038
8,"Evening",9,"2","2",0.465,0.039
8,"Evening",9,"3","2",0.479,0.037
8,"Evening",9,"4","2",0.544,0.04
8,"Evening",9,"5","2",0.511,0.039
8,"Evening",9,"6","2",0.563,0.037
8,"Evening",9,"7","2",0.56,0.036
8,"Evening",9,"8","2",0.525,0.038
8,"Evening",9,"1","3",0.43,0.037
8,"Evening",9,"2","3",0.49,0.035
8,"Evening",9,"3","3",0.539,0.038
8,"Evening",9,"4","3",0.486,0.037
8,"Evening",9,"5","3",0.496,0.038
8,"Evening",9,"6","3",0.515,0.036
8,"Evening",9,"7","3",0.525,0.036
8,"Evening",9,"8","3",0.698,0.041
8,"Evening",9,"1","4",0.439,0.038
8,"Evening",9,"2","4",0.521,0.039
8,"Evening",9,"3","4",0.511,0.038
8,"Evening",9,"4","4",0.504,0.039
8,"Evening",9,"5","4",0.537,0.039
8,"Evening",9,"6","4",0.557,0.037
8,"Evening",9,"7","4",0.572,0.038
8,"Evening",9,"8","4",0.599,0.039
8,"Evening",9,"1","5",0.43,0.037
8,"Evening",9,"2","5",0.577,0.037
8,"Evening",9,"3","5",0.572,0.04
8,"Evening",9,"4","5",0.493,0.039
8,"Evening",9,"5","5",0.476,0.037
8,"Evening",9,"6","5",0.504,0.036
8,"Evening",9,"7","5",0.506,0.036
8,"Evening",9,"8","5",0.634,0.038
8,"Evening",9,"1","6",0.497,0.038
8,"Evening",9,"2","6",0.524,0.039
8,"Evening",9,"3","6",0.513,0.038
8,"Evening",9,"4","6",0.462,0.038
8,"Evening",9,"5","6",0.464,0.037
8,"Evening",9,"6","6",0.619,0.038
8,"Evening",9,"7","6",0.557,0.038
8,"Evening",9,"8","6",0.583,0.039
8,"Evening",9,"1","7",0.59,0.04
8,"Evening",9,"2","7",0.466,0.037
8,"Evening",9,"3","7",0.465,0.038
8,"Evening",9,"4","7",0.462,0.038
8,"Evening",9,"5","7",0.482,0.039
8,"Evening",9,"6","7",0.487,0.038
8,"Evening",9,"7","7",0.529,0.038
8,"Evening",9,"8","7",0.66,0.039
8,"Evening",9,"1","8",0.594,0.04
8,"Evening",9,"2","8",0.501,0.036
8,"Evening",9,"3","8",0.515,0.039
8,"Evening",9,"4","8",0.443,0.039
8,"Evening",9,"5","8",0.474,0.039
8,"Evening",9,"6","8",0.469,0.036
8,"Evening",9,"7","8",0.562,0.037
8,"Evening",9,"8","8",0.606,0.039
8,"Evening",9,"1","9",0.552,0.04
8,"Evening",9,"2","9",0.463,0.037
8,"Evening",9,"3","9",0.475,0.039
8,"Evening",9,"4","9",0.434,0.036
8,"Evening",9,"5","9",0.485,0.039
8,"Evening",9,"6","9",0.488,0.038
8,"Evening",9,"7","9",0.55,0.037
8,"Evening",9,"8","9",0.619,0.04
8,"Evening",9,"1","10",0.482,0.039
8,"Evening",9,"2","10",0.512,0.038
8,"Evening",9,"3","10",0.482,0.04
8,"Evening",9,"4","10",0.428,0.04
8,"Evening",9,"5","10",0.463,0.038
8,"Evening",9,"6","10",0.469,0.038
8,"Evening",9,"7","10",0.552,0.038
8,"Evening",9,"8","10",0.633,0.04
8,"Evening",9,"1","11",0.562,0.041
8,"Evening",9,"2","11",0.485,0.036
8,"Evening",9,"3","11",0.486,0.04
8,"Evening",9,"4","11",0.469,0.038
8,"Evening",9,"5","11",0.457,0.039
8,"Evening",9,"6","11",0.541,0.037
8,"Evening",9,"7","11",0.521,0.037
8,"Evening",9,"8","11",0.623,0.04
8,"Evening",9,"1","12",0.47,0.04
8,"Evening",9,"2","12",0.497,0.037
8,"Evening",9,"3","12",0.565,0.041
8,"Evening",9,"4","12",0.5,0.04
8,"Evening",9,"5","12",0.547,0.042
8,"Evening",9,"6","12",0.509,0.038
8,"Evening",9,"7","12",0.596,0.038
8,"Evening",9,"8","12",0.546,0.038
8,"Evening",10,"1","1",0.554,0.038
8,"Evening",10,"2","1",0.578,0.037
8,"Evening",10,"3","1",0.562,0.037
8,"Evening",10,"4","1",0.571,0.039
8,"Evening",10,"5","1",0.574,0.039
8,"Evening",10,"6","1",0.628,0.038
8,"Evening",10,"7","1",0.614,0.037
8,"Evening",10,"8","1",0.58,0.039
8,"Evening",10,"1","2",0.543,0.038
8,"Evening",10,"2","2",0.563,0.037
8,"Evening",10,"3","2",0.581,0.037
8,"Evening",10,"4","2",0.547,0.04
8,"Evening",10,"5","2",0.571,0.039
8,"Evening",10,"6","2",0.549,0.039
8,"Evening",10,"7","2",0.564,0.037
8,"Evening",10,"8","2",0.515,0.038
8,"Evening",10,"1","3",0.52,0.037
8,"Evening",10,"2","3",0.532,0.035
8,"Evening",10,"3","3",0.531,0.036
8,"Evening",10,"4","3",0.562,0.041
8,"Evening",10,"5","3",0.539,0.038
8,"Evening",10,"6","3",0.546,0.036
8,"Evening",10,"7","3",0.456,0.037
8,"Evening",10,"8","3",0.561,0.039
8,"Evening",10,"1","4",0.503,0.037
8,"Evening",10,"2","4",0.578,0.037
8,"Evening",10,"3","4",0.563,0.036
8,"Evening",10,"4","4",0.538,0.037
8,"Evening",10,"5","4",0.579,0.039
8,"Evening",10,"6","4",0.529,0.035
8,"Evening",10,"7","4",0.566,0.039
8,"Evening",10,"8","4",0.492,0.038
8,"Evening",10,"1","5",0.541,0.038
8,"Evening",10,"2","5",0.549,0.036
8,"Evening",10,"3","5",0.525,0.038
8,"Evening",10,"4","5",0.527,0.039
8,"Evening",10,"5","5",0.513,0.038
8,"Evening",10,"6","5",0.503,0.036
8,"Evening",10,"7","5",0.494,0.036
8,"Evening",10,"8","5",0.499,0.039
8,"Evening",10,"1","6",0.549,0.036
8,"Evening",10,"2","6",0.579,0.038
8,"Evening",10,"3","6",0.552,0.038
8,"Evening",10,"4","6",0.555,0.039
8,"Evening",10,"5","6",0.529,0.038
8,"Evening",10,"6","6",0.56,0.037
8,"Evening",10,"7","6",0.514,0.036
8,"Evening",10,"8","6",0.521,0.038
8,"Evening",10,"1","7",0.637,0.038
8,"Evening",10,"2","7",0.602,0.039
8,"Evening",10,"3","7",0.558,0.039
8,"Evening",10,"4","7",0.578,0.039
8,"Evening",10,"5","7",0.558,0.041
8,"Evening",10,"6","7",0.521,0.036
8,"Evening",10,"7","7",0.544,0.037
8,"Evening",10,"8","7",0.546,0.038
8,"Evening",10,"1","8",0.552,0.039
8,"Evening",10,"2","8",0.581,0.038
8,"Evening",10,"3","8",0.592,0.041
8,"Evening",10,"4","8",0.554,0.039
8,"Evening",10,"5","8",0.516,0.04
8,"Evening",10,"6","8",0.52,0.036
8,"Evening",10,"7","8",0.528,0.036
8,"Evening",10,"8","8",0.627,0.042
8,"Evening",10,"1","9",0.571,0.04
8,"Evening",10,"2","9",0.536,0.036
8,"Evening",10,"3","9",0.534,0.039
8,"Evening",10,"4","9",0.533,0.038
8,"Evening",10,"5","9",0.574,0.04
8,"Evening",10,"6","9",0.538,0.037
8,"Evening",10,"7","9",0.492,0.036
8,"Evening",10,"8","9",0.52,0.04
8,"Evening",10,"1","10",0.535,0.037
8,"Evening",10,"2","10",0.595,0.039
8,"Evening",10,"3","10",0.556,0.039
8,"Evening",10,"4","10",0.498,0.041
8,"Evening",10,"5","10",0.487,0.04
8,"Evening",10,"6","10",0.477,0.038
8,"Evening",10,"7","10",0.508,0.037
8,"Evening",10,"8","10",0.603,0.04
8,"Evening",10,"1","11",0.615,0.041
8,"Evening",10,"2","11",0.495,0.036
8,"Evening",10,"3","11",0.517,0.044
8,"Evening",10,"4","11",0.514,0.038
8,"Evening",10,"5","11",0.446,0.04
8,"Evening",10,"6","11",0.529,0.039
8,"Evening",10,"7","11",0.554,0.036
8,"Evening",10,"8","11",0.534,0.038
8,"Evening",10,"1","12",0.518,0.041
8,"Evening",10,"2","12",0.582,0.038
8,"Evening",10,"3","12",0.575,0.04
8,"Evening",10,"4","12",0.535,0.04
8,"Evening",10,"5","12",0.493,0.041
8,"Evening",10,"6","12",0.571,0.039
8,"Evening",10,"7","12",0.542,0.037
8,"Evening",10,"8","12",0.629,0.04
8,"Evening",11,"1","1",0.438,0.038
8,"Evening",11,"2","1",0.474,0.035
8,"Evening",11,"3","1",0.476,0.038
8,"Evening",11,"4","1",0.445,0.038
8,"Evening",11,"5","1",0.449,0.038
8,"Evening",11,"6","1",0.503,0.036
8,"Evening",11,"7","1",0.545,0.037
8,"Evening",11,"8","1",0.653,0.039
8,"Evening",11,"1","2",0.408,0.038
8,"Evening",11,"2","2",0.475,0.037
8,"Evening",11,"3","2",0.495,0.037
8,"Evening",11,"4","2",0.516,0.037
8,"Evening",11,"5","2",0.534,0.038
8,"Evening",11,"6","2",0.506,0.035
8,"Evening",11,"7","2",0.554,0.037
8,"Evening",11,"8","2",0.534,0.038
8,"Evening",11,"1","3",0.448,0.038
8,"Evening",11,"2","3",0.541,0.035
8,"Evening",11,"3","3",0.509,0.038
8,"Evening",11,"4","3",0.454,0.036
8,"Evening",11,"5","3",0.467,0.037
8,"Evening",11,"6","3",0.513,0.037
8,"Evening",11,"7","3",0.491,0.037
8,"Evening",11,"8","3",0.624,0.039
8,"Evening",11,"1","4",0.416,0.038
8,"Evening",11,"2","4",0.495,0.037
8,"Evening",11,"3","4",0.58,0.038
8,"Evening",11,"4","4",0.547,0.037
8,"Evening",11,"5","4",0.496,0.039
8,"Evening",11,"6","4",0.484,0.035
8,"Evening",11,"7","4",0.575,0.037
8,"Evening",11,"8","4",0.532,0.038
8,"Evening",11,"1","5",0.458,0.039
8,"Evening",11,"2","5",0.612,0.037
8,"Evening",11,"3","5",0.575,0.04
8,"Evening",11,"4","5",0.544,0.038
8,"Evening",11,"5","5",0.479,0.038
8,"Evening",11,"6","5",0.54,0.038
8,"Evening",11,"7","5",0.536,0.037
8,"Evening",11,"8","5",0.648,0.039
8,"Evening",11,"1","6",0.45,0.036
8,"Evening",11,"2","6",0.565,0.037
8,"Evening",11,"3","6",0.519,0.039
8,"Evening",11,"4","6",0.522,0.038
8,"Evening",11,"5","6",0.554,0.038
8,"Evening",11,"6","6",0.615,0.038
8,"Evening",11,"7","6",0.546,0.038
8,"Evening",11,"8","6",0.575,0.038
8,"Evening",11,"1","7",0.569,0.04
8,"Evening",11,"2","7",0.506,0.036
8,"Evening",11,"3","7",0.51,0.038
8,"Evening",11,"4","7",0.528,0.037
8,"Evening",11,"5","7",0.532,0.039
8,"Evening",11,"6","7",0.541,0.038
8,"Evening",11,"7","7",0.533,0.038
8,"Evening",11,"8","7",0.671,0.04
8,"Evening",11,"1","8",0.537,0.039
8,"Evening",11,"2","8",0.479,0.035
8,"Evening",11,"3","8",0.497,0.038
8,"Evening",11,"4","8",0.449,0.039
8,"Evening",11,"5","8",0.493,0.038
8,"Evening",11,"6","8",0.498,0.037
8,"Evening",11,"7","8",0.585,0.037
8,"Evening",11,"8","8",0.61,0.04
8,"Evening",11,"1","9",0.533,0.041
8,"Evening",11,"2","9",0.466,0.036
8,"Evening",11,"3","9",0.507,0.039
8,"Evening",11,"4","9",0.502,0.036
8,"Evening",11,"5","9",0.517,0.039
8,"Evening",11,"6","9",0.536,0.038
8,"Evening",11,"7","9",0.523,0.037
8,"Evening",11,"8","9",0.58,0.038
8,"Evening",11,"1","10",0.458,0.038
8,"Evening",11,"2","10",0.469,0.037
8,"Evening",11,"3","10",0.499,0.039
8,"Evening",11,"4","10",0.425,0.038
8,"Evening",11,"5","10",0.509,0.039
8,"Evening",11,"6","10",0.51,0.038
8,"Evening",11,"7","10",0.602,0.038
8,"Evening",11,"8","10",0.606,0.04
8,"Evening",11,"1","11",0.513,0.041
8,"Evening",11,"2","11",0.492,0.036
8,"Evening",11,"3","11",0.55,0.04
8,"Evening",11,"4","11",0.505,0.039
8,"Evening",11,"5","11",0.606,0.042
8,"Evening",11,"6","11",0.546,0.04
8,"Evening",11,"7","11",0.54,0.038
8,"Evening",11,"8","11",0.63,0.04
8,"Evening",11,"1","12",0.472,0.04
8,"Evening",11,"2","12",0.513,0.035
8,"Evening",11,"3","12",0.551,0.04
8,"Evening",11,"4","12",0.499,0.038
8,"Evening",11,"5","12",0.586,0.041
8,"Evening",11,"6","12",0.52,0.038
8,"Evening",11,"7","12",0.636,0.038
8,"Evening",11,"8","12",0.526,0.038
8,"Evening",12,"1","1",0.347,0.036
8,"Evening",12,"2","1",0.359,0.034
8,"Evening",12,"3","1",0.363,0.036
8,"Evening",12,"4","1",0.374,0.036
8,"Evening",12,"5","1",0.372,0.036
8,"Evening",12,"6","1",0.406,0.035
8,"Evening",12,"7","1",0.439,0.035
8,"Evening",12,"8","1",0.467,0.036
8,"Evening",12,"1","2",0.319,0.038
8,"Evening",12,"2","2",0.358,0.034
8,"Evening",12,"3","2",0.394,0.035
8,"Evening",12,"4","2",0.359,0.038
8,"Evening",12,"5","2",0.36,0.037
8,"Evening",12,"6","2",0.375,0.033
8,"Evening",12,"7","2",0.432,0.035
8,"Evening",12,"8","2",0.429,0.036
8,"Evening",12,"1","3",0.378,0.036
8,"Evening",12,"2","3",0.372,0.034
8,"Evening",12,"3","3",0.399,0.036
8,"Evening",12,"4","3",0.39,0.035
8,"Evening",12,"5","3",0.418,0.036
8,"Evening",12,"6","3",0.408,0.035
8,"Evening",12,"7","3",0.443,0.035
8,"Evening",12,"8","3",0.489,0.038
8,"Evening",12,"1","4",0.372,0.037
8,"Evening",12,"2","4",0.332,0.033
8,"Evening",12,"3","4",0.414,0.036
8,"Evening",12,"4","4",0.38,0.037
8,"Evening",12,"5","4",0.395,0.038
8,"Evening",12,"6","4",0.368,0.033
8,"Evening",12,"7","4",0.458,0.036
8,"Evening",12,"8","4",0.47,0.036
8,"Evening",12,"1","5",0.423,0.037
8,"Evening",12,"2","5",0.377,0.034
8,"Evening",12,"3","5",0.443,0.038
8,"Evening",12,"4","5",0.424,0.037
8,"Evening",12,"5","5",0.41,0.037
8,"Evening",12,"6","5",0.424,0.036
8,"Evening",12,"7","5",0.466,0.036
8,"Evening",12,"8","5",0.442,0.036
8,"Evening",12,"1","6",0.394,0.037
8,"Evening",12,"2","6",0.371,0.035
8,"Evening",12,"3","6",0.441,0.037
8,"Evening",12,"4","6",0.357,0.037
8,"Evening",12,"5","6",0.418,0.037
8,"Evening",12,"6","6",0.438,0.035
8,"Evening",12,"7","6",0.474,0.036
8,"Evening",12,"8","6",0.542,0.038
8,"Evening",12,"1","7",0.372,0.036
8,"Evening",12,"2","7",0.439,0.035
8,"Evening",12,"3","7",0.478,0.038
8,"Evening",12,"4","7",0.402,0.037
8,"Evening",12,"5","7",0.396,0.037
8,"Evening",12,"6","7",0.433,0.037
8,"Evening",12,"7","7",0.446,0.036
8,"Evening",12,"8","7",0.524,0.035
8,"Evening",12,"1","8",0.407,0.036
8,"Evening",12,"2","8",0.437,0.036
8,"Evening",12,"3","8",0.413,0.037
8,"Evening",12,"4","8",0.386,0.038
8,"Evening",12,"5","8",0.425,0.039
8,"Evening",12,"6","8",0.403,0.036
8,"Evening",12,"7","8",0.399,0.033
8,"Evening",12,"8","8",0.551,0.038
8,"Evening",12,"1","9",0.416,0.037
8,"Evening",12,"2","9",0.429,0.035
8,"Evening",12,"3","9",0.472,0.039
8,"Evening",12,"4","9",0.383,0.035
8,"Evening",12,"5","9",0.401,0.036
8,"Evening",12,"6","9",0.407,0.036
8,"Evening",12,"7","9",0.377,0.032
8,"Evening",12,"8","9",0.491,0.035
8,"Evening",12,"1","10",0.4,0.036
8,"Evening",12,"2","10",0.432,0.036
8,"Evening",12,"3","10",0.368,0.037
8,"Evening",12,"4","10",0.375,0.037
8,"Evening",12,"5","10",0.428,0.039
8,"Evening",12,"6","10",0.421,0.037
8,"Evening",12,"7","10",0.409,0.034
8,"Evening",12,"8","10",0.544,0.039
8,"Evening",12,"1","11",0.376,0.037
8,"Evening",12,"2","11",0.429,0.035
8,"Evening",12,"3","11",0.453,0.039
8,"Evening",12,"4","11",0.376,0.036
8,"Evening",12,"5","11",0.404,0.039
8,"Evening",12,"6","11",0.425,0.036
8,"Evening",12,"7","11",0.427,0.034
8,"Evening",12,"8","11",0.513,0.037
8,"Evening",12,"1","12",0.384,0.037
8,"Evening",12,"2","12",0.437,0.035
8,"Evening",12,"3","12",0.401,0.039
8,"Evening",12,"4","12",0.409,0.039
8,"Evening",12,"5","12",0.384,0.037
8,"Evening",12,"6","12",0.44,0.037
8,"Evening",12,"7","12",0.44,0.036
8,"Evening",12,"8","12",0.569,0.04
8,"Evening",13,"1","1",0.47,0.037
8,"Evening",13,"2","1",0.475,0.036
8,"Evening",13,"3","1",0.47,0.037
8,"Evening",13,"4","1",0.498,0.039
8,"Evening",13,"5","1",0.535,0.038
8,"Evening",13,"6","1",0.512,0.035
8,"Evening",13,"7","1",0.543,0.037
8,"Evening",13,"8","1",0.557,0.038
8,"Evening",13,"1","2",0.47,0.037
8,"Evening",13,"2","2",0.439,0.036
8,"Evening",13,"3","2",0.447,0.037
8,"Evening",13,"4","2",0.503,0.04
8,"Evening",13,"5","2",0.488,0.036
8,"Evening",13,"6","2",0.532,0.037
8,"Evening",13,"7","2",0.524,0.036
8,"Evening",13,"8","2",0.511,0.037
8,"Evening",13,"1","3",0.461,0.037
8,"Evening",13,"2","3",0.44,0.034
8,"Evening",13,"3","3",0.483,0.037
8,"Evening",13,"4","3",0.484,0.037
8,"Evening",13,"5","3",0.503,0.039
8,"Evening",13,"6","3",0.456,0.035
8,"Evening",13,"7","3",0.465,0.035
8,"Evening",13,"8","3",0.512,0.037
8,"Evening",13,"1","4",0.481,0.037
8,"Evening",13,"2","4",0.445,0.036
8,"Evening",13,"3","4",0.476,0.039
8,"Evening",13,"4","4",0.521,0.037
8,"Evening",13,"5","4",0.492,0.039
8,"Evening",13,"6","4",0.554,0.037
8,"Evening",13,"7","4",0.511,0.036
8,"Evening",13,"8","4",0.461,0.036
8,"Evening",13,"1","5",0.469,0.037
8,"Evening",13,"2","5",0.458,0.035
8,"Evening",13,"3","5",0.458,0.038
8,"Evening",13,"4","5",0.464,0.037
8,"Evening",13,"5","5",0.534,0.038
8,"Evening",13,"6","5",0.448,0.033
8,"Evening",13,"7","5",0.457,0.036
8,"Evening",13,"8","5",0.48,0.035
8,"Evening",13,"1","6",0.516,0.038
8,"Evening",13,"2","6",0.428,0.036
8,"Evening",13,"3","6",0.485,0.038
8,"Evening",13,"4","6",0.494,0.04
8,"Evening",13,"5","6",0.479,0.036
8,"Evening",13,"6","6",0.574,0.038
8,"Evening",13,"7","6",0.489,0.037
8,"Evening",13,"8","6",0.477,0.037
8,"Evening",13,"1","7",0.443,0.037
8,"Evening",13,"2","7",0.455,0.035
8,"Evening",13,"3","7",0.49,0.039
8,"Evening",13,"4","7",0.437,0.037
8,"Evening",13,"5","7",0.447,0.036
8,"Evening",13,"6","7",0.465,0.035
8,"Evening",13,"7","7",0.467,0.036
8,"Evening",13,"8","7",0.52,0.038
8,"Evening",13,"1","8",0.442,0.038
8,"Evening",13,"2","8",0.452,0.036
8,"Evening",13,"3","8",0.453,0.038
8,"Evening",13,"4","8",0.441,0.038
8,"Evening",13,"5","8",0.47,0.039
8,"Evening",13,"6","8",0.444,0.037
8,"Evening",13,"7","8",0.467,0.035
8,"Evening",13,"8","8",0.546,0.039
8,"Evening",13,"1","9",0.401,0.038
8,"Evening",13,"2","9",0.419,0.036
8,"Evening",13,"3","9",0.454,0.039
8,"Evening",13,"4","9",0.38,0.037
8,"Evening",13,"5","9",0.402,0.038
8,"Evening",13,"6","9",0.455,0.035
8,"Evening",13,"7","9",0.455,0.034
8,"Evening",13,"8","9",0.492,0.039
8,"Evening",13,"1","10",0.416,0.037
8,"Evening",13,"2","10",0.406,0.036
8,"Evening",13,"3","10",0.425,0.039
8,"Evening",13,"4","10",0.429,0.039
8,"Evening",13,"5","10",0.442,0.038
8,"Evening",13,"6","10",0.467,0.038
8,"Evening",13,"7","10",0.471,0.036
8,"Evening",13,"8","10",0.582,0.041
8,"Evening",13,"1","11",0.376,0.038
8,"Evening",13,"2","11",0.399,0.033
8,"Evening",13,"3","11",0.435,0.039
8,"Evening",13,"4","11",0.398,0.037
8,"Evening",13,"5","11",0.427,0.041
8,"Evening",13,"6","11",0.458,0.037
8,"Evening",13,"7","11",0.497,0.035
8,"Evening",13,"8","11",0.499,0.038
8,"Evening",13,"1","12",0.367,0.038
8,"Evening",13,"2","12",0.464,0.037
8,"Evening",13,"3","12",0.443,0.038
8,"Evening",13,"4","12",0.424,0.04
8,"Evening",13,"5","12",0.464,0.04
8,"Evening",13,"6","12",0.471,0.038
8,"Evening",13,"7","12",0.526,0.036
8,"Evening",13,"8","12",0.502,0.039
8,"Evening",14,"1","1",0.593,0.039
8,"Evening",14,"2","1",0.613,0.038
8,"Evening",14,"3","1",0.639,0.039
8,"Evening",14,"4","1",0.663,0.04
8,"Evening",14,"5","1",0.648,0.04
8,"Evening",14,"6","1",0.63,0.038
8,"Evening",14,"7","1",0.626,0.039
8,"Evening",14,"8","1",0.621,0.039
8,"Evening",14,"1","2",0.613,0.04
8,"Evening",14,"2","2",0.618,0.039
8,"Evening",14,"3","2",0.669,0.04
8,"Evening",14,"4","2",0.7,0.041
8,"Evening",14,"5","2",0.648,0.041
8,"Evening",14,"6","2",0.675,0.039
8,"Evening",14,"7","2",0.674,0.037
8,"Evening",14,"8","2",0.577,0.039
8,"Evening",14,"1","3",0.664,0.04
8,"Evening",14,"2","3",0.65,0.036
8,"Evening",14,"3","3",0.65,0.039
8,"Evening",14,"4","3",0.664,0.04
8,"Evening",14,"5","3",0.682,0.039
8,"Evening",14,"6","3",0.666,0.038
8,"Evening",14,"7","3",0.617,0.038
8,"Evening",14,"8","3",0.635,0.043
8,"Evening",14,"1","4",0.656,0.04
8,"Evening",14,"2","4",0.645,0.039
8,"Evening",14,"3","4",0.707,0.04
8,"Evening",14,"4","4",0.675,0.041
8,"Evening",14,"5","4",0.606,0.04
8,"Evening",14,"6","4",0.669,0.038
8,"Evening",14,"7","4",0.645,0.038
8,"Evening",14,"8","4",0.55,0.038
8,"Evening",14,"1","5",0.651,0.04
8,"Evening",14,"2","5",0.671,0.039
8,"Evening",14,"3","5",0.648,0.04
8,"Evening",14,"4","5",0.658,0.041
8,"Evening",14,"5","5",0.656,0.04
8,"Evening",14,"6","5",0.629,0.039
8,"Evening",14,"7","5",0.619,0.038
8,"Evening",14,"8","5",0.591,0.038
8,"Evening",14,"1","6",0.642,0.039
8,"Evening",14,"2","6",0.676,0.04
8,"Evening",14,"3","6",0.694,0.041
8,"Evening",14,"4","6",0.661,0.042
8,"Evening",14,"5","6",0.626,0.04
8,"Evening",14,"6","6",0.71,0.039
8,"Evening",14,"7","6",0.643,0.039
8,"Evening",14,"8","6",0.634,0.041
8,"Evening",14,"1","7",0.669,0.04
8,"Evening",14,"2","7",0.734,0.039
8,"Evening",14,"3","7",0.76,0.043
8,"Evening",14,"4","7",0.727,0.042
8,"Evening",14,"5","7",0.726,0.043
8,"Evening",14,"6","7",0.669,0.04
8,"Evening",14,"7","7",0.671,0.04
8,"Evening",14,"8","7",0.684,0.041
8,"Evening",14,"1","8",0.733,0.042
8,"Evening",14,"2","8",0.692,0.04
8,"Evening",14,"3","8",0.7,0.042
8,"Evening",14,"4","8",0.672,0.041
8,"Evening",14,"5","8",0.644,0.042
8,"Evening",14,"6","8",0.683,0.04
8,"Evening",14,"7","8",0.654,0.035
8,"Evening",14,"8","8",0.624,0.04
8,"Evening",14,"1","9",0.753,0.042
8,"Evening",14,"2","9",0.678,0.039
8,"Evening",14,"3","9",0.774,0.044
8,"Evening",14,"4","9",0.703,0.041
8,"Evening",14,"5","9",0.678,0.042
